Description	ID	lycopersicum	appendiculatum	inflata	tuberosum	sinuosa	axillaris	attenuata
OG0010633	OG0010633	1	1	1	1	1	1	1
OG0010634	OG0010634	1	1	1	1	1	1	1
OG0010635	OG0010635	1	1	1	1	1	1	1
OG0010636	OG0010636	1	3	0	2	1	0	0
OG0010637	OG0010637	1	1	1	1	1	1	1
OG0010638	OG0010638	1	1	1	1	1	1	1
OG0010639	OG0010639	1	1	1	1	1	1	1
OG0010640	OG0010640	1	1	1	1	1	1	1
OG0010641	OG0010641	1	1	1	1	1	1	1
OG0010642	OG0010642	1	1	1	1	1	1	1
OG0010643	OG0010643	1	1	1	1	1	1	1
OG0010644	OG0010644	1	1	1	1	1	1	1
OG0010645	OG0010645	1	1	1	1	1	1	1
OG0010646	OG0010646	1	1	1	1	1	1	1
OG0010647	OG0010647	1	1	1	1	1	1	1
OG0010648	OG0010648	1	1	1	1	1	1	1
OG0010649	OG0010649	1	1	1	1	1	1	1
OG0010650	OG0010650	1	1	1	1	1	1	1
OG0010651	OG0010651	1	1	1	1	1	1	1
OG0010652	OG0010652	1	1	1	1	1	1	1
OG0010653	OG0010653	1	1	1	1	1	1	1
OG0010654	OG0010654	1	1	1	1	1	1	1
OG0010655	OG0010655	1	1	1	1	1	1	1
OG0010656	OG0010656	1	0	2	0	1	2	1
OG0010657	OG0010657	1	1	1	1	1	1	1
OG0010658	OG0010658	1	1	1	1	1	1	1
OG0010659	OG0010659	1	1	1	1	1	1	1
OG0010660	OG0010660	2	0	1	1	1	1	1
OG0010661	OG0010661	1	1	1	1	1	1	1
OG0010662	OG0010662	1	1	1	1	1	1	1
OG0010663	OG0010663	1	1	1	1	1	1	1
OG0010664	OG0010664	1	1	1	1	1	1	1
OG0010665	OG0010665	1	1	1	1	1	1	1
OG0010666	OG0010666	1	1	1	1	1	1	1
OG0010667	OG0010667	1	1	1	1	1	1	1
OG0010668	OG0010668	1	1	1	1	1	1	1
OG0010669	OG0010669	1	1	1	1	1	1	1
OG0010670	OG0010670	1	1	1	1	1	1	1
OG0010671	OG0010671	1	1	1	1	1	1	1
OG0010672	OG0010672	1	1	1	0	2	1	1
OG0010673	OG0010673	1	1	1	1	1	1	1
OG0010674	OG0010674	1	1	1	1	1	1	1
OG0010675	OG0010675	1	1	1	1	1	1	1
OG0010676	OG0010676	1	1	1	1	1	1	1
OG0010677	OG0010677	1	1	1	1	1	1	1
OG0010678	OG0010678	1	1	1	1	1	1	1
OG0010679	OG0010679	1	1	1	1	1	1	1
OG0010680	OG0010680	1	1	1	1	1	1	1
OG0010681	OG0010681	1	1	1	1	1	1	1
OG0010682	OG0010682	1	1	1	1	1	1	1
OG0010683	OG0010683	1	1	1	1	1	1	1
OG0010684	OG0010684	1	1	1	1	1	1	1
OG0010685	OG0010685	1	1	1	1	1	1	1
OG0010686	OG0010686	1	1	1	1	1	1	1
OG0010687	OG0010687	1	1	1	1	1	1	1
OG0010688	OG0010688	0	2	0	0	5	0	0
OG0010689	OG0010689	1	1	1	1	1	1	1
OG0010690	OG0010690	1	1	1	1	1	1	1
OG0010691	OG0010691	1	1	1	1	1	1	1
OG0010692	OG0010692	1	1	1	1	1	1	1
OG0010693	OG0010693	1	1	1	1	1	1	1
OG0010694	OG0010694	1	1	1	1	1	1	1
OG0010695	OG0010695	1	1	1	1	1	1	1
OG0010696	OG0010696	1	1	1	1	1	1	1
OG0010697	OG0010697	1	1	1	1	1	1	1
OG0010698	OG0010698	1	1	1	1	1	1	1
OG0010699	OG0010699	1	1	1	1	1	1	1
OG0010700	OG0010700	1	1	1	1	1	1	1
OG0010701	OG0010701	1	1	1	1	1	1	1
OG0010702	OG0010702	1	1	1	1	1	1	1
OG0010703	OG0010703	1	1	1	1	1	1	1
OG0010704	OG0010704	1	1	1	1	1	1	1
OG0010705	OG0010705	1	1	1	1	1	1	1
OG0010706	OG0010706	1	1	1	1	1	1	1
OG0010707	OG0010707	1	1	1	1	1	1	1
OG0010708	OG0010708	1	1	1	1	1	1	1
OG0010709	OG0010709	1	1	1	1	1	1	1
OG0010710	OG0010710	1	1	1	1	1	1	1
OG0010711	OG0010711	1	1	1	1	1	1	1
OG0010712	OG0010712	1	1	1	1	1	1	1
OG0010713	OG0010713	1	1	1	1	1	1	1
OG0010714	OG0010714	1	1	1	1	1	1	1
OG0010715	OG0010715	1	1	1	1	1	1	1
OG0010716	OG0010716	1	1	1	1	1	1	1
OG0010717	OG0010717	1	1	1	1	1	1	1
OG0010718	OG0010718	1	1	1	1	1	1	1
OG0010719	OG0010719	1	1	1	1	1	1	1
OG0010720	OG0010720	1	1	1	1	1	1	1
OG0010721	OG0010721	1	1	1	1	1	1	1
OG0010722	OG0010722	1	1	1	1	1	1	1
OG0010723	OG0010723	1	1	1	1	1	1	1
OG0010724	OG0010724	1	1	1	1	1	1	1
OG0010725	OG0010725	1	1	1	1	1	1	1
OG0010726	OG0010726	1	1	1	1	1	1	1
OG0010727	OG0010727	1	1	1	1	1	1	1
OG0010728	OG0010728	1	1	1	1	1	1	1
OG0010729	OG0010729	1	1	1	1	1	1	1
OG0010730	OG0010730	1	1	1	1	1	1	1
OG0010731	OG0010731	1	1	1	1	1	1	1
OG0010732	OG0010732	1	1	1	1	1	1	1
OG0010733	OG0010733	1	1	1	1	1	1	1
OG0010734	OG0010734	1	1	1	1	1	1	1
OG0010735	OG0010735	1	1	1	1	1	1	1
OG0010736	OG0010736	1	1	1	1	1	1	1
OG0010737	OG0010737	1	1	1	1	1	1	1
OG0010738	OG0010738	1	1	1	1	1	1	1
OG0010739	OG0010739	1	1	1	1	1	1	1
OG0010740	OG0010740	1	1	1	1	1	1	1
OG0010741	OG0010741	1	1	1	1	1	1	1
OG0010742	OG0010742	1	1	1	1	1	1	1
OG0010743	OG0010743	1	1	1	1	1	1	1
OG0010744	OG0010744	1	1	1	1	1	1	1
OG0010745	OG0010745	2	0	1	1	1	1	1
OG0010746	OG0010746	1	1	1	1	1	1	1
OG0010747	OG0010747	1	1	1	1	1	1	1
OG0010748	OG0010748	1	1	1	1	1	1	1
OG0010749	OG0010749	1	1	1	1	1	1	1
OG0010750	OG0010750	1	1	1	1	1	1	1
OG0010751	OG0010751	1	1	1	1	1	1	1
OG0010752	OG0010752	1	1	1	1	1	1	1
OG0010753	OG0010753	1	1	1	1	1	1	1
OG0010754	OG0010754	0	1	0	0	6	0	0
OG0010755	OG0010755	2	0	1	1	1	1	1
OG0010756	OG0010756	1	1	1	1	1	1	1
OG0010757	OG0010757	1	1	1	1	1	1	1
OG0010758	OG0010758	1	1	1	1	1	1	1
OG0010759	OG0010759	1	1	1	1	1	1	1
OG0010760	OG0010760	1	1	1	1	1	1	1
OG0010761	OG0010761	1	1	1	1	1	1	1
OG0010762	OG0010762	1	1	1	1	1	1	1
OG0010763	OG0010763	1	1	1	1	1	1	1
OG0010764	OG0010764	1	1	1	1	1	1	1
OG0010765	OG0010765	1	1	1	1	1	1	1
OG0010766	OG0010766	1	1	1	1	1	1	1
OG0010767	OG0010767	1	1	1	1	1	1	1
OG0010768	OG0010768	1	1	1	1	1	1	1
OG0010769	OG0010769	1	1	1	1	1	1	1
OG0010770	OG0010770	1	1	1	1	1	1	1
OG0010771	OG0010771	1	1	1	1	1	1	1
OG0010772	OG0010772	1	1	1	1	1	1	1
OG0010773	OG0010773	1	1	1	1	1	1	1
OG0010774	OG0010774	1	1	1	1	1	1	1
OG0010775	OG0010775	1	1	1	1	1	1	1
OG0010776	OG0010776	1	1	1	1	1	1	1
OG0010777	OG0010777	1	1	1	1	1	1	1
OG0010778	OG0010778	1	1	1	1	1	1	1
OG0010779	OG0010779	1	1	1	1	1	1	1
OG0010780	OG0010780	1	1	1	1	1	1	1
OG0010781	OG0010781	1	1	1	1	1	1	1
OG0010782	OG0010782	1	1	1	1	1	1	1
OG0010783	OG0010783	1	1	1	1	1	1	1
OG0010784	OG0010784	1	1	1	1	1	1	1
OG0010785	OG0010785	1	1	1	1	1	1	1
OG0010786	OG0010786	1	1	1	1	1	1	1
OG0010787	OG0010787	1	1	1	1	1	1	1
OG0010788	OG0010788	1	1	1	1	1	1	1
OG0010789	OG0010789	1	1	1	1	1	1	1
OG0010790	OG0010790	1	1	1	1	1	1	1
OG0010791	OG0010791	1	1	1	1	1	1	1
OG0010792	OG0010792	1	1	1	1	1	1	1
OG0010793	OG0010793	1	1	1	1	1	1	1
OG0010794	OG0010794	1	1	1	1	1	1	1
OG0010795	OG0010795	1	1	1	1	1	1	1
OG0010796	OG0010796	1	1	1	1	1	1	1
OG0010797	OG0010797	1	1	1	1	1	1	1
OG0010798	OG0010798	1	1	1	1	1	1	1
OG0010799	OG0010799	1	1	1	1	1	1	1
OG0010800	OG0010800	1	1	1	1	1	1	1
OG0010801	OG0010801	1	1	1	1	1	1	1
OG0010802	OG0010802	1	1	1	1	1	1	1
OG0010803	OG0010803	1	1	1	1	1	1	1
OG0010804	OG0010804	1	1	1	1	1	1	1
OG0010805	OG0010805	1	1	1	1	1	1	1
OG0010806	OG0010806	1	1	1	1	1	1	1
OG0010807	OG0010807	0	1	1	1	1	2	1
OG0010808	OG0010808	1	1	1	1	1	1	1
OG0010809	OG0010809	1	1	1	1	1	1	1
OG0010810	OG0010810	1	1	1	1	1	1	1
OG0010811	OG0010811	1	1	1	1	1	1	1
OG0010812	OG0010812	1	1	1	1	1	1	1
OG0010813	OG0010813	1	1	1	1	1	1	1
OG0010814	OG0010814	1	1	1	1	1	1	1
OG0010815	OG0010815	1	1	1	1	1	1	1
OG0010816	OG0010816	1	1	1	1	1	1	1
OG0010817	OG0010817	1	1	1	1	1	1	1
OG0010818	OG0010818	1	1	1	1	1	1	1
OG0010819	OG0010819	1	1	1	1	1	1	1
OG0010820	OG0010820	1	1	1	1	1	1	1
OG0010821	OG0010821	1	1	1	2	1	1	0
OG0010822	OG0010822	1	1	1	1	1	1	1
OG0010823	OG0010823	1	1	1	1	1	1	1
OG0010824	OG0010824	1	1	1	1	1	1	1
OG0010825	OG0010825	1	1	1	1	1	1	1
OG0010826	OG0010826	1	1	1	1	1	1	1
OG0010827	OG0010827	1	1	1	1	1	1	1
OG0010828	OG0010828	1	1	1	1	1	1	1
OG0010829	OG0010829	1	1	1	1	1	1	1
OG0010830	OG0010830	1	1	1	1	1	1	1
OG0010831	OG0010831	1	1	1	1	1	1	1
OG0010832	OG0010832	1	1	1	1	1	1	1
OG0010833	OG0010833	1	1	1	1	1	1	1
OG0010834	OG0010834	1	1	1	1	1	1	1
OG0010835	OG0010835	1	1	1	1	1	1	1
OG0010836	OG0010836	1	1	1	1	1	1	1
OG0010837	OG0010837	1	1	1	1	1	1	1
OG0010838	OG0010838	1	1	1	1	1	1	1
OG0010839	OG0010839	1	1	1	1	1	1	1
OG0010840	OG0010840	1	0	2	1	1	1	1
OG0010841	OG0010841	1	1	1	1	1	1	1
OG0010842	OG0010842	1	1	1	1	1	1	1
OG0010843	OG0010843	1	1	1	1	1	1	1
OG0010844	OG0010844	1	1	1	1	1	1	1
OG0010845	OG0010845	1	1	1	1	1	1	1
OG0010846	OG0010846	1	1	1	1	1	1	1
OG0010847	OG0010847	1	1	1	1	1	1	1
OG0010848	OG0010848	1	1	1	1	1	1	1
OG0010849	OG0010849	1	1	1	1	1	1	1
OG0010850	OG0010850	1	1	1	1	1	1	1
OG0010851	OG0010851	1	1	1	1	1	1	1
OG0010852	OG0010852	1	1	1	1	1	1	1
OG0010853	OG0010853	1	1	1	1	1	1	1
OG0010854	OG0010854	1	1	1	1	1	1	1
OG0010855	OG0010855	1	1	1	1	1	1	1
OG0010856	OG0010856	1	2	0	1	2	0	1
OG0010857	OG0010857	1	1	1	1	1	1	1
OG0010858	OG0010858	1	1	1	1	1	1	1
OG0010859	OG0010859	1	1	1	1	1	1	1
OG0010860	OG0010860	1	1	1	1	1	1	1
OG0010861	OG0010861	1	1	1	1	1	1	1
OG0010862	OG0010862	1	0	1	2	1	1	1
OG0010863	OG0010863	1	1	1	1	1	1	1
OG0010864	OG0010864	1	1	1	1	1	1	1
OG0010865	OG0010865	1	1	1	1	1	1	1
OG0010866	OG0010866	1	1	1	1	1	1	1
OG0010867	OG0010867	1	0	0	1	5	0	0
OG0010868	OG0010868	1	1	1	1	1	1	1
OG0010869	OG0010869	1	1	2	1	1	1	0
OG0010870	OG0010870	1	1	1	1	1	1	1
OG0010871	OG0010871	1	1	1	1	1	1	1
OG0010872	OG0010872	1	1	1	1	1	1	1
OG0010873	OG0010873	1	1	1	1	1	1	1
OG0010874	OG0010874	1	1	1	1	1	1	1
OG0010875	OG0010875	1	1	1	1	1	1	1
OG0010876	OG0010876	1	1	1	1	1	1	1
OG0010877	OG0010877	1	1	1	1	1	1	1
OG0010878	OG0010878	1	1	1	1	1	1	1
OG0010879	OG0010879	1	2	1	0	1	1	1
OG0010880	OG0010880	1	1	1	1	1	1	1
OG0010881	OG0010881	1	1	1	1	1	1	1
OG0010882	OG0010882	1	1	1	1	1	1	1
OG0010883	OG0010883	1	1	1	1	1	1	1
OG0010884	OG0010884	1	1	1	1	1	1	1
OG0010885	OG0010885	1	1	1	1	1	1	1
OG0010886	OG0010886	2	1	0	0	1	0	3
OG0010887	OG0010887	1	1	1	1	1	1	1
OG0010888	OG0010888	1	1	1	1	1	1	1
OG0010889	OG0010889	1	1	1	1	1	1	1
OG0010890	OG0010890	1	1	1	1	1	1	1
OG0010891	OG0010891	1	1	1	1	1	1	1
OG0010892	OG0010892	1	1	1	1	1	1	1
OG0010893	OG0010893	1	1	1	1	1	1	1
OG0010894	OG0010894	1	1	1	1	1	1	1
OG0010895	OG0010895	1	1	1	1	1	1	1
OG0010896	OG0010896	1	1	1	1	1	1	1
OG0010897	OG0010897	1	1	1	1	1	1	1
OG0010898	OG0010898	1	1	1	1	1	1	1
OG0010899	OG0010899	1	1	0	1	2	1	1
OG0010900	OG0010900	1	1	1	1	1	1	1
OG0010901	OG0010901	1	1	1	1	1	1	1
OG0010902	OG0010902	1	1	1	1	1	1	1
OG0010903	OG0010903	1	1	1	1	1	1	1
OG0010904	OG0010904	1	1	1	1	1	1	1
OG0010905	OG0010905	1	1	1	1	1	1	1
OG0010906	OG0010906	1	1	1	1	1	1	1
OG0010907	OG0010907	1	1	1	1	1	1	1
OG0010908	OG0010908	1	1	1	1	1	1	1
OG0010909	OG0010909	1	1	1	1	1	1	1
OG0010910	OG0010910	1	1	1	1	1	1	1
OG0010911	OG0010911	1	1	1	1	1	1	1
OG0010912	OG0010912	1	1	1	1	1	1	1
OG0010913	OG0010913	1	1	1	1	1	1	1
OG0010914	OG0010914	1	1	1	1	1	1	1
OG0010915	OG0010915	1	1	1	1	1	1	1
OG0010916	OG0010916	1	1	1	1	1	1	1
OG0010917	OG0010917	1	1	1	1	1	1	1
OG0010918	OG0010918	1	1	1	1	1	1	1
OG0010919	OG0010919	1	1	1	0	2	1	1
OG0010920	OG0010920	1	1	1	1	1	1	1
OG0010921	OG0010921	1	1	1	1	1	1	1
OG0010922	OG0010922	1	1	1	1	1	1	1
OG0010923	OG0010923	1	1	1	1	1	1	1
OG0010924	OG0010924	1	1	1	1	1	1	1
OG0010925	OG0010925	0	3	0	2	2	0	0
OG0010926	OG0010926	1	1	1	1	1	1	1
OG0010927	OG0010927	1	1	1	1	1	1	1
OG0010928	OG0010928	1	1	1	1	1	1	1
OG0010929	OG0010929	1	1	1	1	1	1	1
OG0010930	OG0010930	1	1	1	1	1	1	1
OG0010931	OG0010931	1	1	1	1	1	1	1
OG0010932	OG0010932	1	1	1	1	1	1	1
OG0010933	OG0010933	1	1	1	1	1	1	1
OG0010934	OG0010934	1	1	1	1	1	1	1
OG0010935	OG0010935	1	0	1	1	2	1	1
OG0010936	OG0010936	1	1	1	1	1	1	1
OG0010937	OG0010937	1	1	1	1	1	1	1
OG0010938	OG0010938	1	1	1	1	1	1	1
OG0010939	OG0010939	1	1	1	1	1	1	1
OG0010940	OG0010940	1	1	1	1	1	1	1
OG0010941	OG0010941	1	1	1	1	1	1	1
OG0010942	OG0010942	1	1	1	1	1	1	1
OG0010943	OG0010943	1	1	1	1	1	1	1
OG0010944	OG0010944	1	1	1	1	1	1	1
OG0010945	OG0010945	1	1	1	1	1	1	1
OG0010946	OG0010946	1	1	1	1	1	1	1
OG0010947	OG0010947	1	1	1	1	1	1	1
OG0010948	OG0010948	1	1	1	1	1	1	1
OG0010949	OG0010949	1	1	1	1	1	1	1
OG0010950	OG0010950	1	1	1	1	1	1	1
OG0010951	OG0010951	1	1	1	1	1	1	1
OG0010952	OG0010952	1	1	1	1	1	1	1
OG0010953	OG0010953	1	1	1	1	1	1	1
OG0010954	OG0010954	1	1	1	1	1	1	1
OG0010955	OG0010955	1	1	1	1	1	1	1
OG0010956	OG0010956	1	1	1	1	1	1	1
OG0010957	OG0010957	1	1	1	1	1	1	1
OG0010958	OG0010958	1	1	1	1	1	1	1
OG0010959	OG0010959	1	1	1	1	1	1	1
OG0010960	OG0010960	1	1	1	1	1	1	1
OG0010961	OG0010961	1	1	1	1	1	1	1
OG0010962	OG0010962	1	1	1	1	1	1	1
OG0010963	OG0010963	1	1	1	1	1	1	1
OG0010964	OG0010964	1	1	1	1	1	1	1
OG0010965	OG0010965	1	1	1	1	1	1	1
OG0010966	OG0010966	1	1	1	1	1	1	1
OG0010967	OG0010967	1	1	1	1	1	1	1
OG0010968	OG0010968	1	1	1	1	1	1	1
OG0010969	OG0010969	1	1	1	1	1	1	1
OG0010970	OG0010970	1	1	1	1	1	1	1
OG0010971	OG0010971	1	1	1	1	1	1	1
OG0010972	OG0010972	1	1	1	1	1	1	1
OG0010973	OG0010973	1	0	0	0	3	3	0
OG0010974	OG0010974	1	1	1	1	3	0	0
OG0010975	OG0010975	1	1	1	1	1	1	1
OG0010976	OG0010976	1	1	1	1	1	1	1
OG0010977	OG0010977	1	1	1	1	1	1	1
OG0010978	OG0010978	1	1	1	1	1	1	1
OG0010979	OG0010979	1	1	1	1	1	1	1
OG0010980	OG0010980	1	1	1	1	1	1	1
OG0010981	OG0010981	1	1	1	1	1	1	1
OG0010982	OG0010982	1	1	1	1	1	1	1
OG0010983	OG0010983	1	1	1	1	1	1	1
OG0010984	OG0010984	1	1	1	1	1	1	1
OG0010985	OG0010985	1	1	1	1	1	1	1
OG0010986	OG0010986	1	1	1	1	1	1	1
OG0010987	OG0010987	1	1	1	1	1	1	1
OG0010988	OG0010988	1	1	1	1	1	1	1
OG0010989	OG0010989	1	1	1	1	1	1	1
OG0010990	OG0010990	1	1	1	1	1	1	1
OG0010991	OG0010991	1	1	1	1	1	1	1
OG0010992	OG0010992	1	1	1	1	1	1	1
OG0010993	OG0010993	1	1	1	1	1	1	1
OG0010994	OG0010994	1	1	1	1	1	1	1
OG0010995	OG0010995	1	1	1	1	1	1	1
OG0010996	OG0010996	1	1	1	1	1	1	1
OG0010997	OG0010997	1	1	1	1	1	1	1
OG0010998	OG0010998	1	1	1	1	1	1	1
OG0010999	OG0010999	1	1	1	1	1	1	1
OG0011000	OG0011000	1	1	1	1	1	1	1
OG0011001	OG0011001	1	1	1	1	1	1	1
OG0011002	OG0011002	1	1	1	1	1	1	1
OG0011003	OG0011003	1	1	1	1	1	1	1
OG0011004	OG0011004	1	1	1	1	1	1	1
OG0011005	OG0011005	1	1	1	1	1	1	1
OG0011006	OG0011006	1	1	1	1	1	1	1
OG0011007	OG0011007	2	2	1	1	1	0	0
OG0011008	OG0011008	1	1	1	1	1	1	1
OG0011009	OG0011009	0	0	1	2	3	1	0
OG0011010	OG0011010	1	1	1	1	1	1	1
OG0011011	OG0011011	1	1	1	0	1	1	2
OG0011012	OG0011012	1	1	0	4	1	0	0
OG0011013	OG0011013	1	1	1	1	1	1	1
OG0011014	OG0011014	1	1	1	1	1	1	1
OG0011015	OG0011015	1	1	1	1	1	1	1
OG0011016	OG0011016	1	1	1	1	1	1	1
OG0011017	OG0011017	1	1	1	1	1	1	1
OG0011018	OG0011018	1	1	1	1	1	1	1
OG0011019	OG0011019	0	3	0	0	4	0	0
OG0011020	OG0011020	1	1	1	1	1	1	1
OG0011021	OG0011021	1	1	1	1	1	1	1
OG0011022	OG0011022	1	1	1	1	1	1	1
OG0011023	OG0011023	1	1	1	1	1	1	1
OG0011024	OG0011024	1	1	1	1	1	1	1
OG0011025	OG0011025	1	1	1	1	1	1	1
OG0011026	OG0011026	1	1	1	1	1	1	1
OG0011027	OG0011027	1	1	1	1	1	1	1
OG0011028	OG0011028	1	1	1	1	1	1	1
OG0011029	OG0011029	1	1	1	1	1	1	1
OG0011030	OG0011030	1	1	1	1	1	1	1
OG0011031	OG0011031	1	1	1	1	1	1	1
OG0011032	OG0011032	1	1	1	1	1	1	1
OG0011033	OG0011033	0	0	0	1	1	3	2
OG0011034	OG0011034	1	1	1	1	1	1	1
OG0011035	OG0011035	1	1	1	1	1	1	1
OG0011036	OG0011036	1	0	1	2	1	1	1
OG0011037	OG0011037	1	1	1	1	1	1	1
OG0011038	OG0011038	1	1	1	1	1	1	1
OG0011039	OG0011039	1	1	1	1	1	1	1
OG0011040	OG0011040	1	1	1	1	1	1	1
OG0011041	OG0011041	1	1	1	1	1	1	1
OG0011042	OG0011042	1	1	1	1	1	1	1
OG0011043	OG0011043	1	1	1	1	1	1	1
OG0011044	OG0011044	1	1	1	1	1	1	1
OG0011045	OG0011045	1	1	1	1	1	1	1
OG0011046	OG0011046	1	1	1	1	1	1	1
OG0011047	OG0011047	1	1	1	1	1	1	1
OG0011048	OG0011048	1	1	1	1	1	1	1
OG0011049	OG0011049	1	1	1	1	1	1	1
OG0011050	OG0011050	0	1	0	3	1	0	2
OG0011051	OG0011051	1	2	0	2	1	0	1
OG0011052	OG0011052	1	1	1	1	1	1	1
OG0011053	OG0011053	1	1	1	1	1	1	1
OG0011054	OG0011054	1	1	1	1	1	1	1
OG0011055	OG0011055	1	1	1	1	1	1	1
OG0011056	OG0011056	0	3	0	0	4	0	0
OG0011057	OG0011057	1	1	1	1	1	1	1
OG0011058	OG0011058	0	1	0	0	1	0	5
OG0011059	OG0011059	1	1	0	1	1	1	2
OG0011060	OG0011060	1	1	1	1	1	1	1
OG0011061	OG0011061	1	1	1	1	1	1	1
OG0011062	OG0011062	1	1	1	1	1	1	1
OG0011063	OG0011063	1	1	1	1	1	1	1
OG0011064	OG0011064	1	1	1	1	1	1	1
OG0011065	OG0011065	1	1	1	1	1	1	1
OG0011066	OG0011066	1	1	1	1	1	1	1
OG0011067	OG0011067	1	1	1	1	1	1	1
OG0011068	OG0011068	1	1	1	1	1	1	1
OG0011069	OG0011069	1	1	1	1	1	1	1
OG0011070	OG0011070	1	1	1	1	1	1	1
OG0011071	OG0011071	1	1	0	1	3	0	1
OG0011072	OG0011072	1	1	1	1	1	1	1
OG0011073	OG0011073	1	1	1	1	1	1	1
OG0011074	OG0011074	1	1	1	1	1	1	1
OG0011075	OG0011075	0	1	1	1	3	0	1
OG0011076	OG0011076	1	1	1	1	1	1	1
OG0011077	OG0011077	1	1	1	1	1	1	1
OG0011078	OG0011078	1	1	1	1	1	1	1
OG0011079	OG0011079	1	0	2	1	1	1	1
OG0011080	OG0011080	1	1	1	1	1	1	1
OG0011081	OG0011081	1	1	1	1	1	1	1
OG0011082	OG0011082	1	1	1	1	1	1	1
OG0011083	OG0011083	1	1	1	1	1	1	1
OG0011084	OG0011084	1	1	1	1	1	1	1
OG0011085	OG0011085	1	1	1	1	1	1	1
OG0011086	OG0011086	2	0	0	2	2	0	1
OG0011087	OG0011087	1	1	1	1	1	1	1
OG0011088	OG0011088	1	1	1	1	1	1	1
OG0011089	OG0011089	1	1	1	1	1	1	1
OG0011090	OG0011090	1	1	1	1	1	1	1
OG0011091	OG0011091	1	1	1	1	1	1	1
OG0011092	OG0011092	1	1	1	1	1	1	1
OG0011093	OG0011093	1	1	1	1	1	1	1
OG0011094	OG0011094	1	1	1	1	1	1	1
OG0011095	OG0011095	1	1	1	1	1	1	1
OG0011096	OG0011096	1	1	1	1	1	1	1
OG0011097	OG0011097	1	1	1	1	1	1	1
OG0011098	OG0011098	1	1	1	1	1	1	1
OG0011099	OG0011099	1	1	1	1	1	1	1
OG0011100	OG0011100	1	1	1	1	1	1	1
OG0011101	OG0011101	1	1	1	1	1	1	1
OG0011102	OG0011102	1	1	1	1	1	1	1
OG0011103	OG0011103	1	1	1	1	1	1	1
OG0011104	OG0011104	1	1	1	0	1	1	2
OG0011105	OG0011105	1	1	1	1	1	1	1
OG0011106	OG0011106	1	1	1	1	1	1	1
OG0011107	OG0011107	1	1	1	1	1	1	1
OG0011108	OG0011108	1	1	1	1	1	1	1
OG0011109	OG0011109	1	1	1	1	1	1	1
OG0011110	OG0011110	1	1	1	1	1	1	1
OG0011111	OG0011111	1	1	1	1	1	1	1
OG0011112	OG0011112	1	1	1	1	1	1	1
OG0011113	OG0011113	1	1	1	1	1	1	1
OG0011114	OG0011114	1	1	1	1	1	1	1
OG0011115	OG0011115	1	1	1	1	1	1	1
OG0011116	OG0011116	1	1	1	1	1	1	1
OG0011117	OG0011117	1	1	1	1	1	1	1
OG0011118	OG0011118	1	1	1	1	1	1	1
OG0011119	OG0011119	1	1	1	1	1	1	1
OG0011120	OG0011120	1	1	1	2	1	1	0
OG0011121	OG0011121	1	1	1	1	1	1	1
OG0011122	OG0011122	1	1	2	0	1	1	1
OG0011123	OG0011123	1	1	1	1	1	1	1
OG0011124	OG0011124	1	1	1	1	1	1	1
OG0011125	OG0011125	1	1	1	1	1	1	1
OG0011126	OG0011126	1	1	1	1	1	1	1
OG0011127	OG0011127	1	1	1	1	1	1	1
OG0011128	OG0011128	1	1	1	1	1	1	1
OG0011129	OG0011129	1	1	1	1	1	1	1
OG0011130	OG0011130	1	1	1	1	1	1	1
OG0011131	OG0011131	1	1	1	1	1	1	1
OG0011132	OG0011132	1	1	1	1	1	1	1
OG0011133	OG0011133	1	1	1	1	1	1	1
OG0011134	OG0011134	1	1	1	1	1	1	1
OG0011135	OG0011135	1	1	1	1	1	1	1
OG0011136	OG0011136	1	1	1	1	1	1	1
OG0011137	OG0011137	1	1	1	1	1	1	1
OG0011138	OG0011138	1	1	1	1	1	1	1
OG0011139	OG0011139	1	1	1	1	1	1	1
OG0011140	OG0011140	1	1	1	1	1	1	1
OG0011141	OG0011141	1	1	1	1	1	1	1
OG0011142	OG0011142	1	1	1	1	1	1	1
OG0011143	OG0011143	1	1	1	0	1	1	2
OG0011144	OG0011144	1	1	1	1	1	1	1
OG0011145	OG0011145	1	1	1	1	1	1	1
OG0011146	OG0011146	1	1	1	1	1	1	1
OG0011147	OG0011147	1	1	1	1	1	1	1
OG0011148	OG0011148	1	1	1	1	1	1	1
OG0011149	OG0011149	1	1	1	1	1	1	1
OG0011150	OG0011150	1	1	1	1	1	1	1
OG0011151	OG0011151	1	1	1	1	1	1	1
OG0011152	OG0011152	1	1	2	1	1	1	0
OG0011153	OG0011153	0	1	0	0	1	0	5
OG0011154	OG0011154	1	1	1	1	1	1	1
OG0011155	OG0011155	1	1	1	1	1	1	1
OG0011156	OG0011156	1	1	1	1	1	1	1
OG0011157	OG0011157	1	1	1	1	1	1	1
OG0011158	OG0011158	1	1	1	1	1	1	1
OG0011159	OG0011159	1	1	2	0	1	1	1
OG0011160	OG0011160	1	1	1	1	1	1	1
OG0011161	OG0011161	1	1	1	1	1	1	1
OG0011162	OG0011162	1	1	1	1	1	1	1
OG0011163	OG0011163	1	1	1	1	1	1	1
OG0011164	OG0011164	0	1	1	1	1	1	2
OG0011165	OG0011165	1	1	1	1	1	1	1
OG0011166	OG0011166	1	1	1	1	1	1	1
OG0011167	OG0011167	1	1	1	1	1	1	1
OG0011168	OG0011168	1	1	1	1	1	1	1
